boundary_sha,commits,end_on,end_sha,engine,ev_id,repo_id,saturated,schema,span_days,start_on,start_sha,v,window_rule
3c1bc3509d4f6ba393b1ec2357f28f48aad952e5,1,2022-06-17,3c1bc3509d4f6ba393b1ec2357f28f48aad952e5,godot,b57512aa4f06,Calinou/godot-reflection,,migration_windows,0,2022-06-17,3c1bc3509d4f6ba393b1ec2357f28f48aad952e5,0.1,single-commit
72fddb58527bb31ea813ecf0a1067e6d6209aaa7,19,2023-03-15,72fddb58527bb31ea813ecf0a1067e6d6209aaa7,godot,d8c7ec7658ba,MenacingMecha/godot-n64-shader-demo,,migration_windows,1,2023-03-13,b25b494f60b1015ddb81990e85615ffa03cb5e4d,0.1,commit-burst
abc83e732ae134d5a44527045294ea591133e304,8,2023-04-12,abc83e732ae134d5a44527045294ea591133e304,godot,d8c7ec7658ba,Dheatly23/godot-wasm,,migration_windows,40,2023-03-02,89b7eef6ac178647bdb0572155d1600eb726d7d2,0.1,commit-burst
e61518f567af5a2bde417c647fa9c8a455d197c0,1,2023-04-10,e61518f567af5a2bde417c647fa9c8a455d197c0,godot,d8c7ec7658ba,MechanicalFlower/godot-template,,migration_windows,0,2023-04-10,e61518f567af5a2bde417c647fa9c8a455d197c0,0.1,single-commit
e04f83ba871a799011a4c5b038fea77fecb405fa,1,2022-07-12,e04f83ba871a799011a4c5b038fea77fecb405fa,godot,d8c7ec7658ba,Dimev/Realistic-Atmosphere-Godot-and-UE4,,migration_windows,0,2022-07-12,e04f83ba871a799011a4c5b038fea77fecb405fa,0.1,single-commit
e295741af7515e94a86462b00db3942c2eec3b39,1,2021-12-04,e295741af7515e94a86462b00db3942c2eec3b39,godot,d8c7ec7658ba,V-Sekai/godot-spatial-audio-project,,migration_windows,0,2021-12-04,e295741af7515e94a86462b00db3942c2eec3b39,0.1,single-commit
5cf4caade464313492a371f7a00abd283ca1eaf0,1,2022-09-03,5cf4caade464313492a371f7a00abd283ca1eaf0,godot,0f20e25e728c,KoBeWi/Godot-Palette-Swap-Shader,,migration_windows,0,2022-09-03,5cf4caade464313492a371f7a00abd283ca1eaf0,0.1,single-commit
f2cbc481e93420a56beab11f1db8f8c77999a3b8,1,2023-09-17,f2cbc481e93420a56beab11f1db8f8c77999a3b8,godot,0f20e25e728c,FreeFlyFall/RigidBodyController,,migration_windows,0,2023-09-17,f2cbc481e93420a56beab11f1db8f8c77999a3b8,0.1,single-commit
1b8b8eeecf9b10ca6709d272618846e423012d4c,1,2024-11-03,1b8b8eeecf9b10ca6709d272618846e423012d4c,godot,0f20e25e728c,ydipeepo/godot-motion,,migration_windows,0,2024-11-03,1b8b8eeecf9b10ca6709d272618846e423012d4c,0.1,single-commit
7d70dc51c0acce9941e5130b865ee4eb566f6258,1,2023-03-19,7d70dc51c0acce9941e5130b865ee4eb566f6258,godot,0f20e25e728c,viniciusgerevini/godot-clyde-dialogue,,migration_windows,0,2023-03-19,7d70dc51c0acce9941e5130b865ee4eb566f6258,0.1,single-commit
d0c7e429560217a241b9ddbf4797ee500cda6b52,41,2023-01-31,d0c7e429560217a241b9ddbf4797ee500cda6b52,godot,0f20e25e728c,jirikostiha/cellular-automaton,,migration_windows,24,2023-01-06,5ae8856b12db4fc0a547112d3f9fa1e2aa0588e5,0.1,commit-burst
7a3493dc564c1a141384524be0d3b56d9554f4ca,1,2026-07-31,7a3493dc564c1a141384524be0d3b56d9554f4ca,godot,0f20e25e728c,Greaby/godot-neuroevolution,,migration_windows,0,2026-07-31,7a3493dc564c1a141384524be0d3b56d9554f4ca,0.1,single-commit
1ebcf19b4153964c958e2b67e81714ada1060eea,1,2025-11-19,1ebcf19b4153964c958e2b67e81714ada1060eea,godot,0f20e25e728c,bakneko/WaveShooter,,migration_windows,0,2025-11-19,1ebcf19b4153964c958e2b67e81714ada1060eea,0.1,single-commit
543208d7666c09d4e73935ededeb4794454b4ce2,1,2023-02-20,543208d7666c09d4e73935ededeb4794454b4ce2,godot,0f20e25e728c,Lamby777/PETS-G,,migration_windows,0,2023-02-20,543208d7666c09d4e73935ededeb4794454b4ce2,0.1,single-commit
f01a6e87e253b6294d9e22e120498558adddb3e1,2,2023-02-21,f01a6e87e253b6294d9e22e120498558adddb3e1,godot,0f20e25e728c,Lamby777/PETS-G,,migration_windows,1,2023-02-20,543208d7666c09d4e73935ededeb4794454b4ce2,0.1,commit-burst
f8bd7fc8ea3fcf47480f9fa8c99dd9a7043002e4,13,2023-02-26,f8bd7fc8ea3fcf47480f9fa8c99dd9a7043002e4,godot,0f20e25e728c,Lamby777/PETS-G,,migration_windows,5,2023-02-20,543208d7666c09d4e73935ededeb4794454b4ce2,0.1,commit-burst
97a9c817324a4ef19b76934fdc62ebcbded2d6c1,1,2023-02-11,97a9c817324a4ef19b76934fdc62ebcbded2d6c1,godot,4fd761645d85,Whimfoome/godot-FirstPersonStarter,,migration_windows,0,2023-02-11,97a9c817324a4ef19b76934fdc62ebcbded2d6c1,0.1,single-commit
021aa354289180aae7bfd487bd503729925c45d9,1,2026-07-26,021aa354289180aae7bfd487bd503729925c45d9,godot,4fd761645d85,Greaby/godot-2d-track-generator,,migration_windows,0,2026-07-26,021aa354289180aae7bfd487bd503729925c45d9,0.1,single-commit
c2a17228c19c4f959367b139e39c5e24dd7edd36,1,2023-03-14,c2a17228c19c4f959367b139e39c5e24dd7edd36,godot,4fd761645d85,jeremyz/godot-hexgrid,,migration_windows,0,2023-03-14,c2a17228c19c4f959367b139e39c5e24dd7edd36,0.1,single-commit
08e5f0d8214268232308eed7f3e4823faf33c0a7,2,2022-04-02,08e5f0d8214268232308eed7f3e4823faf33c0a7,godot,4fd761645d85,bakneko/godot-template,,migration_windows,0,2022-04-01,1fd93769454359ad5bd4b3b89420cbe0dc7ed94c,0.1,commit-burst
74c65b4986118059ca779c12cbf54143ab27ce8d,1,2024-09-25,74c65b4986118059ca779c12cbf54143ab27ce8d,godot,4fd761645d85,gdquest-demos/godot-visual-effects,,migration_windows,0,2024-09-25,74c65b4986118059ca779c12cbf54143ab27ce8d,0.1,single-commit
a05b9c6f347c73df5add9cd55893c700953c4e31,28,2022-12-05,a05b9c6f347c73df5add9cd55893c700953c4e31,godot,4fd761645d85,YarnSpinnerTool/YarnSpinner-Godot,,migration_windows,11,2022-11-23,1972365e70ca776a17de00322c08f7ae127acd31,0.1,commit-burst
cbb942035b610d174235cd9b353d2234e0e30093,48,2022-12-10,cbb942035b610d174235cd9b353d2234e0e30093,godot,4fd761645d85,YarnSpinnerTool/YarnSpinner-Godot,,migration_windows,17,2022-11-23,1972365e70ca776a17de00322c08f7ae127acd31,0.1,commit-burst
2de87967888bab230711c35bd766664f3f70042e,3,2022-12-30,2de87967888bab230711c35bd766664f3f70042e,godot,4fd761645d85,YarnSpinnerTool/YarnSpinner-Godot,,migration_windows,3,2022-12-26,3ed43ff1eb3b13b5f93227398c2bcf96821d0b49,0.1,commit-burst
2f04e2ec95d776736ad55d9af3791582a63a6ffc,1,2023-04-16,2f04e2ec95d776736ad55d9af3791582a63a6ffc,godot,4fd761645d85,LucaJunge/godot_orbit_controls,,migration_windows,0,2023-04-16,2f04e2ec95d776736ad55d9af3791582a63a6ffc,0.1,single-commit
3a292a3e756ad401993b065244f6d7a0a6b5b81a,3,2023-05-06,3a292a3e756ad401993b065244f6d7a0a6b5b81a,godot,642a24306b30,rakkarage/PixelInterface,,migration_windows,1,2023-05-05,78eb76143044f9ad20a52ab1517af5aef4783d21,0.1,commit-burst
ea291d949a2150a42dff2900192c7491c8e705ab,3,2023-05-12,ea291d949a2150a42dff2900192c7491c8e705ab,godot,642a24306b30,rakkarage/PixelInterface,,migration_windows,7,2023-05-05,78eb76143044f9ad20a52ab1517af5aef4783d21,0.1,commit-burst
faa57d171062112b2cecf8395642b0e652d9268a,1,2019-04-27,faa57d171062112b2cecf8395642b0e652d9268a,godot,642a24306b30,steincodes/godot-shader-tutorials,,migration_windows,0,2019-04-27,faa57d171062112b2cecf8395642b0e652d9268a,0.1,single-commit
5b54d6157cdabc8c251f77fa7586fb7764967af7,1,2023-12-10,5b54d6157cdabc8c251f77fa7586fb7764967af7,godot,642a24306b30,andrew-wilkes/godot-behaviour-tree,,migration_windows,0,2023-12-10,5b54d6157cdabc8c251f77fa7586fb7764967af7,0.1,single-commit
24f10d9c11e6d8e33ef213f5aab9870efc512095,8,2019-04-07,24f10d9c11e6d8e33ef213f5aab9870efc512095,godot,642a24306b30,jnes92/udemy-games-godot,,migration_windows,2,2019-04-04,e842faa3d83a70e0af3330c5d8f8a11b2983e5e5,0.1,commit-burst
8d172ac26b35ba41839923e7e846d8a9e72707a8,1,2024-01-09,8d172ac26b35ba41839923e7e846d8a9e72707a8,godot,642a24306b30,DeybisMelendez/godot-template,,migration_windows,0,2024-01-09,8d172ac26b35ba41839923e7e846d8a9e72707a8,0.1,single-commit
3ed3f697b2b82eeba3ce7d03b9a4f3905ccf7b46,1,2023-03-21,3ed3f697b2b82eeba3ce7d03b9a4f3905ccf7b46,godot,642a24306b30,msub2/godot-webxr-template,,migration_windows,0,2023-03-21,3ed3f697b2b82eeba3ce7d03b9a4f3905ccf7b46,0.1,single-commit
8e847e59021ec130e7c9c52117a5cbecc1b4a121,1,2023-09-27,8e847e59021ec130e7c9c52117a5cbecc1b4a121,godot,642a24306b30,Greaby/godot-qrcode-generator,,migration_windows,0,2023-09-27,8e847e59021ec130e7c9c52117a5cbecc1b4a121,0.1,single-commit
5a2102468f0c8b543fc38daa57231af724c1f883,1,2026-02-23,5a2102468f0c8b543fc38daa57231af724c1f883,godot,642a24306b30,brodcoli/Godot-Small-FPS,,migration_windows,0,2026-02-23,5a2102468f0c8b543fc38daa57231af724c1f883,0.1,single-commit
757d74bb04c78afd5971b89a4b78a78ae1c01c32,1,2021-12-18,757d74bb04c78afd5971b89a4b78a78ae1c01c32,godot,642a24306b30,Zylann/solar_system_demo,,migration_windows,0,2021-12-18,757d74bb04c78afd5971b89a4b78a78ae1c01c32,0.1,single-commit
cc00d1b9678b0d1ffa0685dc212f1e7ecfed15ec,36,2023-03-04,cc00d1b9678b0d1ffa0685dc212f1e7ecfed15ec,godot,642a24306b30,GodotVR/godot-xr-tools,span,migration_windows,56,2023-01-07,552fe72fff6603f06b8a7de89662c9f58e397a3d,0.1,commit-burst
b0ef45e6aeb036d04559607588653df388588e76,1,2024-08-18,b0ef45e6aeb036d04559607588653df388588e76,godot,02409c2c906f,TobiasKozel/VAEG,,migration_windows,0,2024-08-18,b0ef45e6aeb036d04559607588653df388588e76,0.1,single-commit
ae711f89fe85e920ae645c9299a6a5ec23608efe,18,2023-03-08,ae711f89fe85e920ae645c9299a6a5ec23608efe,godot,02409c2c906f,MenacingMecha/godot-psx-style-demo,,migration_windows,2,2023-03-06,5e91640c3f1cecaa4dd3f0200c498ee136373c7e,0.1,commit-burst
7d3d207f925336048e37fc81b7ad83b162863b0f,2,2023-02-01,7d3d207f925336048e37fc81b7ad83b162863b0f,godot,02409c2c906f,Raccoons-Rise-Up/client-godot,,migration_windows,2,2023-01-30,db3ba46870b30a7789230819b531b2b122d149e6,0.1,commit-burst
4ad01f90627a384bbef8564597787020a3dd4065,1,2021-12-28,4ad01f90627a384bbef8564597787020a3dd4065,godot,02409c2c906f,Calinou/godot-mlp-models,,migration_windows,0,2021-12-28,4ad01f90627a384bbef8564597787020a3dd4065,0.1,single-commit
